,location,sex,year,Ischemic_DR,Air Pollution,APM,DL_omega_6,DH_Pro_Meat,DH_red_meat,DH_sodium,DH_beverages,DH_fatty,DL_fiber,DL_fruits,DL_legumes,DL_nuts,DL_omega-3,DL_vegetables,DL_grains,Dietary_risks,HLDL,H_alcohol,H_body_mass,H_plasma,H_systolic,High_temp,HAPSF,KD,lead_expo,Low_temp,Metabolic risks,Non_op_temp,PM,sec_smo,smoking,Tobacco
394,Nepal,Both,2000,120.151645,53.9473477,10.17737463,10.93425679,0.544430875,-0.07281857,4.711835701,0.016584628,4.912641215,9.296859724,12.41285789,5.463036204,18.55110287,18.67450758,5.451011113,10.10867607,61.291208,30.40861462,-0.927942539,3.311561631,14.62996241,53.09975913,0.349870839,43.77039335,25.06908162,15.67177579,7.548220403,85.88721962,7.874225757,53.9473477,4.426375179,29.28277217,32.60016917
395,Nepal,Both,2001,118.7271234,53.34130276,10.09722576,10.7270405,0.541417809,-0.071100067,4.812326094,0.016767704,4.749287912,8.845573823,12.12971907,5.327877075,17.99236702,18.32265898,5.259102303,9.993970022,60.24316131,29.99417691,-0.986533216,3.331086665,14.73328226,53.10287433,0.477673883,43.26080994,24.76410389,15.53751195,7.069628566,85.26236053,7.516745742,53.34130276,4.336578811,28.49022586,31.75622812
396,Nepal,Both,2002,118.2665834,53.20761239,10.08181205,10.61955391,0.543558637,-0.07016556,4.954917996,0.017073643,4.592925187,8.506217104,11.95227483,5.243412123,17.59364286,18.14139826,5.132536772,9.965233595,59.70939136,29.82630051,-1.051615869,3.38455011,14.93999756,53.46618236,0.401908951,43.14269309,24.56604183,15.51710501,6.890467428,85.26054485,7.267323637,53.20761239,4.287286136,27.834328,31.0826866
397,Nepal,Both,2003,118.4312129,53.37226272,10.11478607,10.55136817,0.550067833,-0.068776578,5.129330451,0.017505536,4.439676202,8.215373644,11.82878391,5.184354178,17.2907469,18.06474876,5.047565578,9.992595677,59.480767,29.83996459,-1.118846589,3.46524542,15.23674539,54.03149875,0.642339143,43.26452431,24.44718804,15.58089071,7.657804362,85.66437877,8.255285464,53.37226272,4.253521819,27.3061835,30.54894866
398,Nepal,Both,2004,119.3738651,53.8686724,10.20879859,10.54620021,0.561417223,-0.066969123,5.345403964,0.018114404,4.299979161,7.972298368,11.78268529,5.158470818,17.10335195,18.10097208,5.008269901,10.08832402,59.6428803,30.07937434,-1.186513139,3.580667546,15.64784633,54.85839677,0.568478304,43.65545598,24.49581062,15.73549538,7.296615921,86.60060444,7.82798254,53.8686724,4.215841182,26.99178714,30.22340211
399,Nepal,Both,2005,120.6829435,54.48801419,10.31691983,10.59157492,0.576533725,-0.064540247,5.580148691,0.018617733,4.152201791,7.755519166,11.77520279,5.153374771,16.98128686,18.21744879,4.996759106,10.21559618,60.00791511,30.43174307,-1.236398594,3.714008041,16.11886144,55.77055891,1.069716845,44.16678645,24.70288995,15.93106848,6.932984903,87.79905401,7.938568321,54.48801419,4.187426598,26.76633964,29.99282897
400,Nepal,Both,2006,122.5312426,55.232736,10.37288958,10.7053885,0.596303515,-0.061176767,5.850496474,0.019288089,4.009905202,7.572461151,11.82694456,5.178265756,16.94991594,18.427936,5.019801218,10.39417834,60.68312144,30.94910283,-1.282181251,3.881295326,16.6437313,56.66406681,0.781695934,44.86185198,25.06745834,16.20700818,6.618952588,89.28299493,7.356784668,55.232736,4.178107946,26.6833994,29.91790636
401,Nepal,Both,2007,125.2560505,56.24416401,10.35673658,10.88287424,0.617337151,-0.056881059,6.169029066,0.020167899,3.888818074,7.445324085,11.95886899,5.238547196,17.06106923,18.77620687,5.087733381,10.64875218,61.79578874,31.73667236,-1.334505534,4.098804441,17.3361159,57.59681149,0.959651743,45.89594626,25.5981972,16.5782794,7.712161952,91.24496261,8.609726223,56.24416401,4.216045929,26.74573885,30.0261978
402,Nepal,Both,2008,127.5060066,56.99556529,10.24671743,11.02060671,0.636903984,-0.050621389,6.47874129,0.021057794,3.76140699,7.280916262,12.02607473,5.280104442,17.10735541,19.04151122,5.141591871,10.85477087,62.67076421,32.40983862,-1.379520052,4.310268106,17.96460142,58.20279755,0.69904912,46.75621666,26.04231315,16.88473801,7.506112763,92.82325105,8.162112093,56.99556529,4.23142201,26.68585663,29.99486472
403,Nepal,Both,2009,129.9414186,57.85577223,10.19634003,11.15317169,0.657356327,-0.043049183,6.823444655,0.021991661,3.642920518,7.132206089,12.09289929,5.325817367,17.18130891,19.31797462,5.204660327,11.06395734,63.62275186,33.12263465,-1.424941969,4.530400958,18.61541843,58.80602321,1.188274041,47.6654219,26.52799177,17.2147263,7.040112253,94.490246,8.161886498,57.85577223,4.249369174,26.68873722,30.02683738
404,Nepal,Both,2010,132.2025953,58.77182303,10.27115505,11.26497323,0.676383955,-0.033953572,7.171176063,0.022903302,3.52597113,6.97356366,12.12029095,5.36029291,17.22423911,19.54375032,5.259284972,11.23586948,64.46377833,33.76939729,-1.457978442,4.735906619,19.20759392,59.22153357,1.181907217,48.49674554,26.9965819,17.51226682,7.346176891,95.96525342,8.459634121,58.77182303,4.258692426,26.67794693,30.03720355
405,Nepal,Both,2011,135.3018122,60.24862717,11.2456422,11.45650867,0.697061217,-0.024070879,7.339629233,0.023913986,3.456217814,6.888218827,12.21821494,5.437879194,17.40940287,19.88625206,5.350798585,11.48159932,65.62451167,34.61105497,-1.505646225,4.973313125,19.89811998,59.91836846,0.599544653,49.04856213,27.62373869,17.92661204,8.661870919,97.98472547,9.220633931,60.24862717,4.287957388,26.93114722,30.32369884
406,Nepal,Both,2012,140.4099706,62.74164922,13.40679692,11.79957576,0.728231157,-0.012578843,7.602028403,0.025267474,3.475410253,6.935621361,12.49094682,5.590708247,17.86454054,20.51143959,5.523380075,11.87655292,67.732828,35.97839542,-1.560708382,5.289376004,20.84025936,61.26361832,1.445601081,49.49339052,28.66205399,18.5684714,9.274070785,101.333999,10.61954604,62.74164922,4.38803511,27.46339749,30.94948806
407,Nepal,Both,2013,140.5174115,63.04948478,15.51735053,11.73485245,0.729879235,-0.000186295,7.586452173,0.025581982,3.477302927,6.788861525,12.33105159,5.557342573,17.73399292,20.39076133,5.502557947,11.85351941,67.518039,35.94123452,-1.565953344,5.416081203,21.07750798,59.82146046,0.874081742,47.78014184,28.67137403,18.56076513,8.662867733,100.7518163,9.480039586,63.04948478,4.343990611,27.09839931,30.56092212
408,Nepal,Both,2014,142.9150002,64.34456833,17.54060141,11.85911503,0.742746929,0.013353087,7.684190256,0.026223095,3.526307769,6.798781473,12.36890461,5.615564559,17.92142769,20.59197125,5.572378779,12.00902204,68.38456381,36.48589605,-1.582153794,5.622039472,21.64319352,59.12344053,1.271345428,47.03460753,29.18397516,18.8313545,9.115928924,101.7094631,10.30216059,64.34456833,4.37718942,27.14141885,30.64319914
409,Nepal,Both,2015,140.7822991,63.48635947,18.04654648,11.62589972,0.731192909,0.027634366,7.546309029,0.025977181,3.469900439,6.63001576,12.04548253,5.511977548,17.59393176,20.15557229,5.473515424,11.81031318,67.16591019,35.89546013,-1.564897037,5.665292303,21.53512739,56.63114758,1.068664066,45.44328032,28.76223218,18.51064039,8.409069952,99.49885082,9.409319436,63.48635947,4.276675449,26.54831954,29.97476416
410,Nepal,Both,2016,140.4923558,63.27427633,17.99102335,11.5729768,0.727488517,0.042197537,7.510563053,0.025940247,3.452753995,6.601101172,11.91520014,5.487915178,17.53008242,20.00822142,5.449571317,11.75888732,66.89610277,35.75307802,-1.556737413,5.761995245,21.72611864,54.84800465,1.092445812,45.01688984,28.91432843,18.4162605,7.726132639,98.64807105,8.756660629,63.27427633,4.238403684,26.30252412,29.70383082
411,Nepal,Both,2017,135.9305324,60.97181011,17.37600119,11.13598577,0.701679556,0.058292889,7.275912866,0.025132715,3.328692505,6.359709385,11.41650406,5.292785928,16.93682353,19.22606417,5.260462199,11.35175159,64.56940747,34.53084675,-1.512195203,5.687232567,21.24326523,52.89153496,1.073316829,43.25542924,28.32398541,17.77958627,7.734480869,95.55818917,8.74463506,60.97181011,4.079215855,25.38569054,28.66088805
412,Nepal,Both,2018,136.3895925,60.77089108,17.28444351,11.11947027,0.703385783,0.077495882,7.287081753,0.025262234,3.327745953,6.364670689,11.3532871,5.28988277,16.97120917,19.16218801,5.266370325,11.34218225,64.60300022,34.58430768,-1.508065235,5.808948232,21.54015244,52.75759872,0.994526859,43.22995479,28.77983686,17.76403199,8.476239223,95.92717571,9.406028702,60.77089108,4.07485279,25.30318792,28.58018081
413,Nepal,Both,2019,136.235433,60.14805869,17.0281657,11.03898929,0.701616156,0.09717428,7.283453918,0.025246625,3.320156109,6.347299932,11.2321911,5.261296452,16.93435065,18.99987028,5.247542697,11.27933729,64.33986462,34.48243497,-1.498473154,5.903958843,21.69910661,52.45582852,1.444107546,43.11708776,28.92161401,17.6783976,8.532576416,95.8190306,9.882064037,60.14805869,4.057802377,25.11910011,28.38737807
414,Nepal,Both,2020,136.6038272,58.85323533,14.61605855,11.00882722,0.709023114,0.126916654,7.296508957,0.02571661,3.32506148,6.242027297,11.16722695,5.230232635,16.89315977,18.97108171,5.243704244,11.22951497,64.29872664,34.56260334,-1.493526837,6.036807221,21.97662904,52.36306698,0.777843828,44.23337368,28.80026822,17.64023078,8.607179877,95.97495569,9.333457803,58.85323533,4.058322567,25.01618475,28.28988711
415,Nepal,Both,2021,136.5280952,60.27812425,17.03647399,10.9722017,0.707429852,0.14550202,7.281741367,0.02563727,3.319518573,6.289311247,11.0841723,5.224710442,16.92751375,18.87700771,5.241075883,11.19897153,64.18299254,34.53138329,-1.488329774,6.154824086,22.03493043,52.14020751,0.693440123,43.23917335,28.89955889,17.54305155,8.065976595,95.9033838,8.716618472,60.27812425,4.051187941,24.88116252,28.15275026
480,Pakistan,Both,1990,140.7060389,63.4015286,14.38109923,13.85281757,0.701317787,0.131909129,5.400199088,0.019274557,5.013285325,15.85825797,13.68036858,6.374831209,19.27948633,21.26063764,9.971538672,29.11116123,79.50967879,39.07169296,-0.386485671,5.992724414,16.39734325,70.48642834,7.755616149,49.00800574,21.41075296,13.37272778,12.67108061,103.9304628,19.64738421,63.4015286,9.546026569,25.35052385,33.2277283
481,Pakistan,Both,1991,142.4537422,64.03051309,14.65611989,14.04259678,0.720516335,0.156739637,5.335169988,0.019985812,5.084980244,15.9224603,13.81306185,6.471435016,19.30092168,21.49175463,9.805249151,29.60973213,80.30784864,39.69828862,-0.407049623,6.157943991,16.63591731,71.42154476,7.102000704,49.3695835,21.66298067,13.69984909,13.67357724,105.3276597,20.01278435,64.03051309,9.731217934,25.64893387,33.68015897
482,Pakistan,Both,1992,145.5833536,65.29988343,15.07004232,14.38359647,0.750583374,0.181049809,5.482720637,0.020991975,5.210722361,16.14906034,14.10653039,6.639082856,19.5109103,21.96072203,9.732929237,30.42657469,81.98799033,40.76326596,-0.428271238,6.417755781,17.04365923,73.07165162,5.734690306,50.23092092,22.11993925,14.13010745,13.7109803,107.7836572,18.83733886,65.29988343,10.02274732,26.13031757,34.4082236
483,Pakistan,Both,1993,150.1633646,67.22830614,15.70926458,14.89941515,0.787650783,0.200789215,5.66370839,0.022200754,5.392531385,16.55580474,14.56524493,6.887521353,19.92862863,22.6684186,9.768213676,31.55279248,84.5077938,42.24905297,-0.45049675,6.748714498,17.67077542,75.37822254,8.457934878,51.52347364,22.78442887,14.70729418,13.20982858,111.293442,20.83521842,67.22830614,10.39634374,26.96590501,35.54937157
484,Pakistan,Both,1994,155.1908196,69.4023298,16.4169779,15.35400958,0.825413238,0.211732602,5.868085957,0.023369939,5.584758791,17.0070939,15.05738738,7.140164502,20.36393398,23.39056371,9.826702343,32.73514778,87.1615324,43.81105157,-0.474139605,7.102829916,18.40709396,77.89442701,6.714998867,52.98589686,23.52884485,15.32625208,13.80494352,115.1303531,19.85672192,69.4023298,10.76459005,27.91244796,36.79505221
485,Pakistan,Both,1995,160.5309917,71.68106737,17.15849778,15.99370645,0.86281635,0.220592641,6.099263487,0.024671128,5.801949899,17.5165602,15.60961946,7.442265553,20.85770903,24.19354196,9.914725813,33.99790016,90.17510593,45.48616229,-0.495622253,7.489719198,19.28406428,80.5469724,7.870489074,54.51673816,24.3292729,15.97760495,15.01763661,119.2277235,22.06205912,71.68106737,11.1221175,28.91395644,38.08253342
486,Pakistan,Both,1996,163.187541,72.80879675,17.73882107,16.21402021,0.880446954,0.215188648,6.218872758,0.025380195,5.898471427,17.70977094,15.86281124,7.587634771,20.94717039,24.52142481,9.829460065,34.61243417,91.446213,46.31876606,-0.503358428,7.746082126,19.99836314,81.71310127,7.451005569,55.05814615,24.77127008,16.42883902,15.19558541,121.297809,21.85625339,72.80879675,11.22975311,29.47187866,38.72065405
487,Pakistan,Both,1997,166.0198314,74.04510093,18.41160759,16.50351831,0.89750505,0.205848392,6.333410621,0.026058029,6.009091427,17.99437463,16.19109303,7.766817903,21.10354303,24.90980131,9.808672567,35.27977073,92.92264216,47.17168632,-0.504449718,8.02779041,20.91704063,82.94931504,7.216539491,55.62776926,25.27844351,16.86134974,17.07926371,123.5403326,23.45347176,74.04510093,11.3585499,29.98972524,39.33668287
488,Pakistan,Both,1998,167.1482733,74.5028215,18.920706,16.61347604,0.902744203,0.190839573,6.395967319,0.02635011,6.050703555,18.12199543,16.35498399,7.864959953,21.05562502,25.03025312,9.705357324,35.54482922,93.43371732,47.5453279,-0.495389259,8.255853364,21.71410388,83.37992563,9.591534887,55.58405925,25.53342743,17.05339801,15.25709991,124.564856,23.85591555,74.5028215,11.35108963,30.02883563,39.37360192
489,Pakistan,Both,1999,168.4558556,75.06363656,19.46564526,16.73717485,0.908059247,0.176593506,6.639377874,0.026571863,6.103080796,18.3048414,16.5599815,7.974666254,21.04735508,25.18109431,9.640145897,35.84569626,94.17727189,47.98380843,-0.486647203,8.522746445,22.53352671,83.9427078,9.320891855,55.60062033,25.83409709,17.30667897,14.1740081,125.7696415,22.62001113,75.06363656,11.33448301,30.07712107,39.41725706
490,Pakistan,Both,2000,169.6080946,75.51849463,19.89220776,16.7292651,0.908407824,0.161891597,6.857485296,0.026587924,6.139919039,18.50241326,16.7344042,8.055531271,21.02500471,25.27612136,9.597287111,36.07032789,94.72465838,48.34583491,-0.486441449,8.788897636,23.22635738,84.45348185,9.943498585,55.61937673,26.06357535,17.50784229,15.37311563,126.8010213,24.29564784,75.51849463,11.32063174,30.07099685,39.40584164
491,Pakistan,Both,2001,170.3640729,75.81355143,20.30011229,16.8653878,0.909263095,0.150074315,7.086872038,0.026538455,6.116507627,18.72348721,16.93152331,8.176752693,21.03457003,25.38570743,9.579820697,36.25356875,95.2602588,48.63001418,-0.49626211,9.087036955,23.80403669,84.76062486,8.772274698,55.52547453,26.20377262,17.62425716,13.79488663,127.5362493,21.77084266,75.81355143,11.2589785,30.02288792,39.31403717
492,Pakistan,Both,2002,171.1490824,76.11316197,20.72971496,16.97251575,0.910780751,0.142588319,7.335319121,0.02647772,6.050925798,18.92126946,17.12058849,8.284055811,21.02579648,25.47317962,9.564902128,36.41617937,95.74691908,48.88620993,-0.51286528,9.419154247,24.32746752,85.14821105,10.73807275,55.44675788,26.36720216,17.77293496,13.79383318,128.3039748,23.56590676,76.11316197,11.20630942,29.97884012,39.23293443
493,Pakistan,Both,2003,172.2360487,76.50940199,21.15972875,17.11375813,0.915968,0.141854116,7.595038253,0.026573055,5.951240013,19.12228869,17.33726522,8.404380047,21.02769758,25.59763203,9.566920051,36.6340842,96.38149092,49.24943357,-0.535892603,9.808540329,24.91392709,85.81174053,8.931771329,55.45994312,26.55458945,17.93020222,15.38549259,129.3668833,23.42069384,76.50940199,11.18508363,29.98830215,39.22990111
494,Pakistan,Both,2004,172.0551541,76.33704949,21.39213873,17.13736368,0.915341478,0.145368088,7.824257264,0.026532574,5.780463974,19.1288412,17.39790177,8.450896555,20.84793716,25.50874889,9.495212431,36.57171371,96.31213684,49.21032864,-0.558197994,10.11058057,25.34029129,85.91664043,9.917304536,55.05105007,26.55343511,17.99500852,13.22200458,129.5089851,22.28620226,76.33704949,11.04929911,29.83391221,38.96042637
495,Pakistan,Both,2005,171.7767903,76.13718946,21.51028203,17.03930564,0.915376181,0.155783583,8.095471175,0.026207132,5.566218919,19.05065672,17.39785413,8.454158533,20.58558873,25.34814409,9.399617813,36.45329152,96.01480096,49.24495288,-0.576871117,10.44179304,25.78043332,86.0740065,8.241787428,54.62341436,26.54242778,18.02066001,16.29725522,129.6839245,23.60462153,76.13718946,10.91909828,29.595289,38.61928814
496,Pakistan,Both,2006,171.4510734,75.63151705,21.42133546,16.89054443,0.915638383,0.170516803,8.353455297,0.025899284,5.328968928,18.92452953,17.34614399,8.432567723,20.26814718,25.12952964,9.29412768,36.27348441,95.5224475,49.08443725,-0.594653729,10.73755451,26.16022288,86.22886546,9.72127216,54.18320312,26.49802019,18.0584542,13.66510091,129.7142722,22.52159696,75.63151705,10.76678952,29.2437618,38.15022838
497,Pakistan,Both,2007,171.3420562,74.93025782,21.29993823,16.90861272,0.911102771,0.187570333,8.590482937,0.025754669,5.1057769,18.82105589,17.33890273,8.455461092,20.00842077,24.99611657,9.227403054,36.17664118,95.32368382,49.04602953,-0.612584422,11.10375987,26.61706374,86.52695856,9.446658285,53.76873599,26.40904139,18.04881565,15.10899132,129.9452561,23.61229199,74.93025782,10.60985736,28.85508203,37.64526818
498,Pakistan,Both,2008,172.6133593,74.7928711,21.28800815,17.01799953,0.914113883,0.204960839,8.93960881,0.025806497,4.923564399,18.88014857,17.46337606,8.529633579,19.92603353,25.06171806,9.24980226,36.37028885,95.9492137,49.4198269,-0.639477289,11.57506488,27.27163957,87.61526356,8.357769933,53.81969277,26.50770057,18.18833794,15.24428234,131.2719282,22.75149205,74.7928711,10.51288706,28.65388742,37.38053488
499,Pakistan,Both,2009,174.1901336,74.85421097,21.36548255,17.1280436,0.918259589,0.227081039,9.373361379,0.02584244,4.766442219,18.98011095,17.6056075,8.611474747,19.88640616,25.15100783,9.294424699,36.596284,96.68263842,49.88821292,-0.660421855,12.0531118,27.95639009,88.96146631,9.90890582,53.81684521,26.69955099,18.3636835,14.77396985,132.8625319,23.74605676,74.85421097,10.39436301,28.43034936,37.0768816
500,Pakistan,Both,2010,175.7724106,75.30515081,21.50992324,17.15789179,0.920822376,0.242783649,9.764690536,0.025947538,4.640180678,19.0635462,17.72568919,8.670171477,19.84261774,25.24122617,9.354692443,36.81802332,97.38413605,50.33140319,-0.67990076,12.46551942,28.64906691,90.26140958,9.815383364,53.78958532,26.99393695,18.53055992,14.85631897,134.4649208,23.72110579,75.30515081,10.2688832,28.19161874,36.74808426
501,Pakistan,Both,2011,178.2797516,76.58415674,23.03488917,17.49003969,0.932463758,0.264930978,9.932400457,0.026289724,4.591144849,19.26094535,17.95310327,8.811984717,19.96498627,25.52166408,9.471775078,37.25609652,98.64381593,51.01089647,-0.694571002,12.92881952,29.36990368,92.30748688,9.348949891,53.30237979,27.46935928,18.81891863,15.52543286,136.8198563,23.95915011,76.58415674,10.14223336,27.95445761,36.43045909
502,Pakistan,Both,2012,183.39311,79.36561866,26.54753449,17.96803202,0.95682034,0.288833837,10.26877682,0.027042142,4.650596039,19.71556607,18.42366511,9.043698211,20.36463136,26.15391703,9.724742222,38.22291993,101.2549038,52.4457109,-0.719696304,13.57879107,30.5747276,95.68383403,10.03639923,52.78375019,28.38793489,19.21829352,17.79044628,141.1900245,26.73121241,79.36561866,10.15983078,27.93912912,36.46590135
503,Pakistan,Both,2013,187.2892925,81.7211928,30.61514706,18.24778062,0.979765431,0.314279058,10.40097622,0.027742961,4.772939213,20.04660943,18.75958027,9.192961841,20.65674512,26.6226165,9.940579907,38.9761709,103.1797435,53.64034126,-0.740942655,14.18276437,31.62723142,98.5094003,10.16893486,51.42202497,29.10940499,19.65521364,16.61576172,144.7186883,25.76778416,81.7211928,10.1539276,27.73446602,36.28980855
504,Pakistan,Both,2014,190.4397519,83.59871819,34.155667,18.54425724,0.997852869,0.343195541,10.63448768,0.028374862,4.873508231,20.23520333,19.01246628,9.303844891,20.85316631,26.97584345,10.07639499,39.54259005,104.7091223,54.58410442,-0.753185282,14.67941634,32.48010738,100.4870576,10.58583066,49.89711912,29.7316004,19.85762387,18.34572066,147.435504,27.77737236,83.59871819,10.07716346,27.41353182,35.93639242
505,Pakistan,Both,2015,188.9728734,83.15334663,35.17299608,18.55147002,0.994282467,0.370012623,10.57814237,0.028502284,4.861123737,19.92657905,18.8103164,9.212521935,20.54905014,26.68893246,9.976349163,39.17933117,103.8891588,54.22178928,-0.751807649,14.82276098,32.46647302,99.86180565,9.188632571,47.96956948,29.61239303,19.57967438,17.4938832,146.4738346,25.70254069,83.15334663,9.761542101,26.7033555,34.97708668
506,Pakistan,Both,2016,190.4368055,83.50181651,35.40446888,18.63106283,1.003661989,0.399351764,10.6526823,0.028947752,4.904691387,19.91335283,18.84348558,9.213549581,20.55465979,26.76946982,10.02465319,39.38730039,104.4655199,54.53780224,-0.75001796,15.1147308,32.91059888,100.8206107,11.32204674,47.42696095,29.94653656,19.72885916,14.83550434,147.7430701,25.17325037,83.50181651,9.625634937,26.36649952,34.54380331
507,Pakistan,Both,2017,186.4557631,80.99488249,34.44676681,18.20561971,0.985313987,0.42079148,10.42269935,0.028626431,4.810709567,19.29653996,18.33582085,8.951305155,19.97237879,26.07857855,9.771984024,38.48792628,102.0185651,53.44414572,-0.737016001,15.01181518,32.39727105,98.85811892,10.94634447,45.66228989,29.41531452,19.22576285,16.34188023,144.8128172,26.19338537,80.99488249,9.23990756,25.45810365,33.32183477
508,Pakistan,Both,2018,185.318847,79.26807621,33.8583744,17.79933534,0.978495954,0.448341096,10.35839309,0.028639282,4.767236464,18.91344371,18.0165462,8.755547234,19.61845253,25.6882572,9.643792591,38.09033005,100.8152009,53.06625918,-0.7280905,15.10500418,32.40876668,98.3022229,10.61228509,44.73683315,29.36633432,19.00513063,15.05438304,144.0413424,24.69983264,79.26807621,9.011686124,24.84549237,32.53416209
509,Pakistan,Both,2019,184.8225613,77.57922481,33.22022498,17.88623404,0.981551892,0.481560127,10.36671741,0.029031131,4.776283345,18.67010179,17.86614448,8.702303465,19.46306993,25.53246241,9.583241823,37.94493151,100.4773296,52.84460746,-0.717711897,15.17969143,32.47471739,98.07191008,10.52599915,44.34787361,29.40251511,18.87013676,18.46737927,143.7177754,27.78297615,77.57922481,8.815016308,24.37772441,31.91636097
510,Pakistan,Both,2020,184.4147418,74.208803,29.3576236,18.09763327,0.988696168,0.513801574,10.35784217,0.029476978,4.79312543,18.46235703,17.75289825,8.670799104,19.32848713,25.47773507,9.533985259,37.83722166,100.4048065,52.79116836,-0.715214486,15.3629899,32.58493879,97.8964439,10.35213197,44.83900615,29.22692996,18.68189806,17.94233323,143.4631816,27.13674854,74.208803,8.685367407,23.93121852,31.37502874
511,Pakistan,Both,2021,183.447358,77.00974122,33.03099443,17.83473178,0.977943829,0.526218585,10.2399634,0.029129834,4.769331351,18.33538534,17.50636636,8.562994198,19.25719035,25.21874979,9.509402636,37.56124979,99.6167294,52.47885229,-0.708254869,15.45008931,32.53400795,97.36925845,10.29031686,43.96974153,29.50892804,18.41359045,15.56903883,142.8572976,24.86874987,77.00974122,8.492512874,23.4976013,30.78987644
